Language_ID,Language_Name,ISO_Code,Family_ID,Genus_ID,Status,Macroarea,Latitude,Longitude,Countrycodes
belh1239,Belhare,byw,18,88,safe,Eurasia,26.9972,87.2783,NP
bemb1258,Bemba,bmy,4,31,safe,Africa,-10.0,28.08,CD
beng1280,Bengali,ben,24,84,unknown,Eurasia,24.0,90.0,IN BD
beot1247,Beothuk,bue,63,120,extinct,North America,48.0,-57.0,CA
bert1248,Berta,wti,64,121,unknown,Africa,10.6474,34.7042,ET SD
dalo1238,Bété,bev,4,41,safe,Africa,6.69281,-6.63944,CI
bezh1248,Bezhta,kap,26,74,unknown,Eurasia,42.1206,46.0332,RU
biaf1240,Biafada,bif,4,122,safe,Africa,11.467,-15.1347,GW
bafi1243,Bafia,ksf,4,31,unknown,Africa,4.72603,11.0982,CM
beng1282,Benga,bng,4,31,definitely endangered,Africa,1.075766,9.600739,GQ GA
bang1368,Banggai,bgz,12,123,unknown,Papunesia,-1.58305,123.171,ID
bagr1243,Bagri,bgq,24,84,safe,Eurasia,28.6036,71.453,IN
bugl1243,Buglere,sab,65,124,unknown,North America,8.57695,-81.25648,PA
bang1363,Bangime,dba,66,125,safe,Africa,14.8116,-3.77092,ML
bugu1246,Bugun,,18,126,definitely endangered,Eurasia,27.204,92.367,IN
bong1285,Bongo,bot,30,102,unknown,Africa,7.4145,27.9918,SD
furu1242,Bagiro,fuu,30,102,safe,Africa,4.485,20.6448,CF CD
baga1272,Baga Sitemu,bsp,4,127,severely endangered,Africa,10.4793,-14.4756,GN
bagv1239,Bagvalal,kva,26,74,definitely endangered,Eurasia,42.3966,46.1041,RU
bong1289,Banggi,bdg,12,128,safe,Papunesia,7.29249,117.174,MY
bhil1251,Bhili,bhb,24,84,unknown,Eurasia,20.85,73.9592,IN
bahi1254,Bahinemo,bjh,3,46,safe,Papunesia,-4.55527,142.832,PG
bhoj1244,Bhojpuri,bho,24,84,unknown,Eurasia,26.458455,84.817115,IN
mund1320,Bhumij,unr,67,129,safe,Eurasia,25.0391,87.1792,IN
bila1255,Bira,bip,4,31,unknown,Africa,1.16839,28.7626,CD
bidi1241,Bidiya,bid,2,130,unknown,Africa,11.9204,18.8065,TD
yulu1243,Binga,yul,30,102,unknown,Africa,8.04124,23.6166,SD CF
biri1256,Biri,bzr,8,35,extinct,Australia,-20.1494,146.67,AU
biak1248,Biak,bhw,12,63,unknown,Papunesia,-0.9523,135.879,ID
bilu1245,Bilua,blb,68,131,safe,Papunesia,-7.92388,156.663,SB
bima1247,Bima,bhp,12,49,unknown,Papunesia,-8.57376,118.445,ID
bina1277,Binandere,bhg,25,132,unknown,Papunesia,-8.37433,147.884,PG
naii1241,Nai,bio,69,133,safe,Papunesia,-3.73034,141.273,PG
sara1326,Bilaan,bps,12,134,safe,Papunesia,6.03691,125.354,PH
bero1242,Birom,bom,4,135,unknown,Africa,9.67037,8.81221,NG
biss1248,Bisa,bib,59,136,unknown,Africa,10.4257,-1.67332,GH BF
biat1246,Biatah,bth,12,137,unknown,Papunesia,1.17596,110.254,ID MY
bisu1246,Bisu,lwm,18,20,unknown,Eurasia,19.75,100.0,TH
sout2918,Sama (Southern),ssb,12,105,unknown,Papunesia,4.755836,119.483887,MY PH
baka1274,Baka (in Sudan),bdh,30,102,safe,Africa,4.65943,29.59,SD
bett1235,Betta Kurumba,xub,61,115,safe,Eurasia,11.6385,76.6064,IN
binu1244,Binukid,bkd,12,30,safe,Papunesia,8.15933,124.892,PH
baka1277,Bakairí,bkq,33,45,vulnerable,South America,-14.2628,-54.7034,BR
cent2087,Bikol,bcl,12,30,unknown,Papunesia,13.7574,123.403,PH
orok1266,Bakundu,bdu,4,31,unknown,Africa,4.89504,9.15209,CM
bata1293,Batak (Karo),btx,12,53,safe,Papunesia,2.12787,98.2517,ID
brok1247,Brokskat,bkk,24,84,definitely endangered,Eurasia,34.5308,76.6026,PK IN
mokp1239,Bakueri,bri,4,31,safe,Africa,4.24178,9.23887,CM
siks1238,Blackfoot,bla,11,13,unknown,North America,49.0669,-113.109,CA US
east2304,Baluchi,bgp,24,138,safe,Eurasia,28.0,62.0,PK IR AF
baou1238,Baule,bci,4,5,safe,Africa,5.42509,-4.76565,CI
bala1310,Balangao,blw,12,139,safe,Papunesia,17.0994,121.272,PH
kaci1244,Baale,koe,16,140,unknown,Africa,6.16512,34.9436,SD
bala1315,Balantak,blz,12,123,safe,Papunesia,-0.86809,123.289,ID
bili1260,Bilin,byn,2,95,safe,Africa,15.7833,38.3917,ER
nucl1695,Bole,bol,2,67,safe,Africa,11.4839,11.2322,NG
bela1254,Belorussian,bel,24,141,unknown,Eurasia,53.2307,25.6038,BY
balt1258,Balti,bft,18,56,vulnerable,Eurasia,34.4491,77.2859,IN PK
luba1249,Bena-Lulua,lua,4,31,unknown,Africa,-5.72717,22.4422,CD
bilo1248,Biloxi,bll,70,142,extinct,North America,31.32,-89.1951,US
nija1241,Balyku,nad,8,116,safe,Australia,-22.8558,120.831,AU
bala1300,Balanta,bjt,4,122,unknown,Africa,12.25,-15.3333333333,SN GW
cent2194,Berber (Middle Atlas),tzm,2,113,unknown,Africa,32.7415,-2.40872,MA
bimo1239,Bimoba,bim,4,143,safe,Africa,10.4575,0.06121,GH
bamu1253,Bamun,bax,4,31,safe,Africa,5.49017,10.8477,CM
buru1306,Burum,bmu,25,144,unknown,Papunesia,-6.5,147.333333333,PG
tumz1238,Berber (Mzab),mzb,2,113,vulnerable,Africa,32.5014,3.85035,DZ
jama1261,Banawá,jaa,71,145,unknown,South America,-7.62223,-66.5662,BR
buna1275,Bunuba,bck,72,146,severely endangered,Australia,-17.75,125.75,AU
band1352,Bandi,bza,59,107,unknown,Africa,7.73729,-10.1684,LR
qaqe1238,Baining,byx,73,147,safe,Papunesia,-4.45258,151.702,PG
bini1246,Bini,bin,4,148,safe,Africa,6.40701,5.70426,NG
bank1256,Bankon,abb,4,31,safe,Africa,4.3702,9.6403,CM
bang1339,Banggarla,bjb,8,9,extinct,Australia,-33.3036,136.079,AU
binu1245,Binumarien,bjr,25,28,safe,Papunesia,-6.22068,146.102,PG
bann1247,Banoni,bcm,12,25,safe,Papunesia,-6.23061,155.128,PG
waim1255,Waimaha,bao,74,149,unknown,South America,0.30416,-70.1644,CO
beng1286,Beng,nhb,59,136,safe,Africa,7.78122,-4.23539,CI
ngar1235,Bilinarra,nbj,8,116,unknown,Australia,-15.4661,130.651,AU
bant1286,Bantik,bnq,12,150,safe,Papunesia,1.44586,124.846,ID
bula1255,Bularnu,,8,116,extinct,Australia,-21.02656922,138.1566659,AU
bani1255,Baniwa,bwi,13,151,unknown,South America,2.17859,-67.7704,VR BR
kuni1265,Boazi,kvg,50,152,unknown,Papunesia,-6.97504,141.365,PG
bang1354,Bobangi,bni,4,31,safe,Africa,-0.87437,17.227,CD
bodo1269,Bodo,brx,18,153,unknown,Eurasia,26.725455,89.333235,IN
boik1241,Boiken,bzf,3,54,unknown,Papunesia,-3.68297,143.474,PG
damu1236,Bori,adi,18,76,vulnerable,Eurasia,27.6281,94.3538,IN
boko1266,Boko,bqc,59,136,safe,Africa,10.5189,3.71771,NG BJ
boli1255,Bolia,bli,4,31,safe,Africa,-1.38362,18.09748,CD
bong1291,Bongu,bpu,25,57,safe,Papunesia,-5.50519,145.806,PG
bora1263,Bora,boa,75,154,unknown,South America,-2.91467,-68.9093,CO PE
bosn1245,Bosnian,bos,24,141,definitely endangered,Eurasia,42.9331,17.6704,BA
taga1278,Berber (Wargla),oua,2,113,unknown,Africa,31.9454,5.28444,DZ
tiey1235,Bozo (Tigemaxo),boz,59,107,safe,Africa,14.1223,-5.08609,ML
bura1292,Bura-Pabir,bwr,2,108,unknown,Africa,10.5,12.25,NG
bahn1262,Bahnar (Plei Bong-Mang Yang),bdq,67,155,unknown,Eurasia,14.0476,108.471,VN
basq1248,Basque (Bidasoa Valley),eus,76,156,unknown,Eurasia,43.2787,-1.31622,ES
lave1249,Brao,brb,67,155,safe,Eurasia,14.5994,107.008,VN
baat1238,Bariba,bba,4,143,safe,Africa,9.63186,2.99607,NG BJ
boru1252,Boruca,brn,65,157,safe,North America,8.88093,-83.2124,CR
bard1255,Bardi,bcj,77,158,unknown,Australia,-16.6274,122.906,AU
bret1244,Breton,bre,24,159,unknown,Eurasia,48.2452,-3.78934,FR
tari1263,Berber (Rif),rif,2,113,unknown,Africa,34.916974,-3.430616,DZ MA
brah1256,Brahui,brh,61,160,unknown,Eurasia,28.5347,64.2991,PK
brib1243,Bribri,bzd,65,157,unknown,North America,9.39794,-83.0539,CR
burj1242,Burji,bji,2,10,vulnerable,Africa,5.5,37.8333333333,ET
beri1254,Berik,bkl,78,161,safe,Papunesia,-2.26904,138.866,ID
lowa1242,Baragaunle,loy,18,56,unknown,Eurasia,29.0324,83.8959,NP
nucl1310,Burmese,mya,18,20,unknown,Eurasia,21.0,96.0,MM
buru1320,Burunge,bds,2,36,vulnerable,Africa,-5.33333333333,36.0,TZ
torr1261,Broken,tcs,21,34,safe,Australia,-11.066,142.692,AU
wara1302,Barupu,wra,79,162,severely endangered,Papunesia,-3.07263,142.012,PG
boro1282,Bororo,bor,80,163,definitely endangered,South America,-16.6029,-55.2004,BR
bara1380,Barasano,bsn,74,149,unknown,South America,0.02193,-70.808,CO
east2332,Bru (Eastern),bru,67,164,unknown,Eurasia,17.1311,105.671,LA
west2397,Bru (Western),brv,67,164,definitely endangered,Eurasia,16.4906,104.754,LA
baru1267,Baruya,byr,25,73,unknown,Papunesia,-6.89261,145.818,PG
birr1240,Birri,bvq,30,102,unknown,Africa,5.3328,27.0842,CF
bush1247,Bushoong,buf,4,31,unknown,Africa,-4.5,21.5,CD
siwi1239,Berber (Siwa),siz,2,113,definitely endangered,Africa,29.200415,25.519627,EG
bash1264,Bashkir,bak,51,83,unknown,Eurasia,53.5967,56.5594,RU
brit1235,British Sign Language,bfi,21,23,safe,Eurasia,51.6688,-0.4431,GB
bisl1239,Bislama,bis,21,34,safe,Papunesia,-15.4,166.89,VU
basq1250,Basque (Souletin),eus,76,156,unknown,Eurasia,43.5,-1.5,FR
bass1258,Basari,bsc,4,122,vulnerable,Africa,12.4529,-13.3495,GN SN
bath1244,Bathari,bhm,2,4,critically endangered,Eurasia,17.4485,53.119,OM
beto1236,Betoi,,81,165,extinct,South America,7.245731,-71.67366,VR CO
cent2083,Bontok,bnc,12,139,unknown,Papunesia,17.0833333333,120.916666667,PH
bata1289,Batak (Toba),bbc,12,53,safe,Papunesia,2.35498,99.1761,ID
bura1267,Burarra,bvr,82,166,unknown,Australia,-12.25,134.583333333,AU
bube1242,Bubi,bvb,4,31,unknown,Africa,3.53638,8.68929,GQ
budu1265,Buduma,bdm,2,108,unknown,Africa,13.0692,14.4492,NG TD CM
bugi1244,Bugis,bug,12,87,unknown,Papunesia,-4.47,119.977,ID
buli1255,Buli (in Indonesia),bzq,12,63,unknown,Papunesia,1.0,128.5,ID
kwas1243,Bujeba,nmg,4,31,unknown,Africa,2.39354,10.0812,GQ CM
buku1249,Bukusu,bxk,4,31,unknown,Africa,0.68043,34.7719,KE
bulg1262,Bulgarian,bul,24,141,unknown,Eurasia,42.5,25.0,BG
tean1237,Buma,tkw,12,25,definitely endangered,Papunesia,-11.6752,166.868,SB
tere1278,Buin,buo,83,167,safe,Papunesia,-6.70051,155.745,PG
buru1296,Burushaski,bsk,84,168,unknown,Eurasia,36.5,74.5,PK
busa1253,Busa,bqp,59,136,unknown,Africa,9.66666666667,4.0,NG
mong1330,Buriat,bxm,51,109,unknown,Eurasia,48.7686,109.005,MN RU CN
buru1303,Buru,mhs,12,49,unknown,Papunesia,-3.5,126.5,ID
bulu1251,Bulu,bum,4,31,unknown,Africa,3.0,11.0,CM
buli1254,Buli (in Ghana),bwu,4,143,safe,Africa,10.5,-1.25,GH
bali1280,Bali-Vitu,wiv,12,25,unknown,Papunesia,-4.9,149.116666667,PG
west2560,Bajau (West Coast),bdr,12,105,unknown,Papunesia,6.00631,116.124,MY
bayu1240,Bayungu,bxj,8,116,safe,Australia,-23.3809,114.108,AU
byan1241,Byansi,bee,18,56,unknown,Eurasia,29.92002,80.63653,IN
bais1246,Bayso,bsw,2,10,definitely endangered,Africa,6.44892,37.7681,ET
bauz1241,Bauzi,bvz,85,169,unknown,Papunesia,-2.44717,137.629,ID
cabe1245,Cabécar,cjp,65,157,unknown,North America,9.67031,-83.4102,CR
cacu1241,Cacua,cbv,86,170,unknown,South America,0.88778,-69.5659,CO
cadd1256,Caddo,cad,32,44,critically endangered,North America,35.1826,-98.2634,US
cahu1264,Cahuilla,chl,87,171,critically endangered,North America,33.5324,-116.691,US
suri1267,Chai,suq,16,140,unknown,Africa,6.03205,35.0823,ET
kaqc1274,Cakchiquel,ckf,15,17,unknown,North America,14.5,-91.0,GT
cams1241,Camsá,kbh,88,172,definitely endangered,South America,1.14537,-76.8931,CO
cand1248,Candoshi,cbu,89,173,unknown,South America,-4.23835,-76.9347,PE
capa1241,Capanahua,kaq,38,55,severely endangered,South America,-6.63254,-74.3813,PE
gali1262,Carib,car,33,45,unknown,South America,5.83772,-56.8323,SR
cash1251,Cashibo,cbr,38,55,unknown,South America,-8.70232,-75.4206,PE
embe1260,Catio,cto,90,174,vulnerable,South America,7.52721,-76.7476,CO
cavi1250,Cavineña,cav,43,66,definitely endangered,South America,-13.3544,-66.6277,BO
asha1243,Campa (Axininca),cpc,13,175,vulnerable,South America,-11.9311,-73.9073,PE
chac1249,Cayapa,cbi,55,96,definitely endangered,South America,0.71489,-79.0508,EC
barb1263,Chumash (Barbareño),boi,91,176,extinct,North America,34.462,-119.699,US
chac1251,Chácobo,cao,38,55,definitely endangered,South America,-12.133,-66.7164,BO
choc1279,Chocho,coz,42,177,severely endangered,North America,17.666,-97.2388,MX
chic1270,Chickasaw,cic,7,8,severely endangered,North America,33.9452,-97.1301,US
coma1246,Chinantec (Comaltepec),cco,42,178,safe,North America,17.5909,-96.445,MX
tutu1242,Chasta Costa,,27,37,extinct,North America,42.5563,-124.293,US
coco1261,Cocopa,coc,17,179,severely endangered,North America,32.376,-114.848,MX US
choc1276,Choctaw,cho,7,8,vulnerable,North America,33.8993,-94.819,US
maqu1238,Carib (De'kwana),mch,33,45,unknown,South America,4.70705,-64.3877,VR
swam1239,Cree (Swampy),csw,11,13,unknown,North America,56.0,-95.0,CA
cebu1242,Cebuano,ceb,12,30,unknown,Papunesia,8.38799,124.367,PH
chic1271,Chicomuceltec,cob,15,17,extinct,North America,15.6078,-91.2869,MX
cemu1238,Cèmuhî,cam,12,25,safe,Papunesia,-20.8489,165.13,NC
moch1256,Chaga,old,4,31,safe,Africa,-3.33743,37.3357,TZ
cham1312,Chamorro,cha,12,180,unknown,Papunesia,15.233333,145.75,GU
cham1313,Chambri,can,92,181,safe,Papunesia,-4.27831,143.097,PG
chec1245,Chechen,che,26,182,unknown,Eurasia,43.5,45.5,RU
chau1259,Chaudangsi,cdn,18,56,safe,Eurasia,29.7033,80.4832,IN
cher1273,Cherokee,chr,93,183,unknown,North America,35.4664,-83.163,US
chan1313,Chang,nbc,18,184,vulnerable,Eurasia,26.4336,94.9536,IN MM
seba1251,Chaha,sgw,2,4,unknown,Africa,8.11879,37.9891,ET
chim1301,Chimariko,cid,17,185,extinct,North America,41.0,-123.0,US
chuj1249,Chuj,cnm,15,17,unknown,North America,15.9166666667,-91.5833333333,GT
chuk1273,Chukchi,ckt,36,51,unknown,Eurasia,68.6436,170.045,RU
uppe1439,Chehalis (Upper),cjh,60,186,extinct,North America,46.7981,-123.169,US
cham1309,Chamalal,cji,26,74,unknown,Eurasia,42.5024,45.995,RU
chan1310,Chantyal,chx,18,56,definitely endangered,Eurasia,28.684,83.4488,NP
high1242,Chontal (Highland),chd,94,187,severely endangered,North America,16.1849,-95.7301,MX
chip1261,Chipewyan,chp,27,37,vulnerable,North America,58.3637,-110.832,CA
quio1240,Chinantec (Quiotepec),chq,42,178,safe,North America,17.5621,-96.602,MX
chra1242,Chrau,crw,67,155,unknown,Eurasia,10.8021,107.293,VN
siyi1240,Chin (Siyin),csy,18,33,safe,Eurasia,23.8192,93.6884,MM
nopa1235,Chatino (Nopala),cya,42,188,safe,North America,16.0954,-97.1339,MX
niva1238,Chulupí,cag,95,189,unknown,South America,-22.8557,-61.7606,PY
chuv1255,Chuvash,chv,51,83,unknown,Eurasia,55.487,47.163,RU
west2650,Cham (Western),cja,12,14,vulnerable,Eurasia,12.4771,104.026,KH
lowl1260,Chontal (Huamelultec Oaxaca),clo,94,187,safe,North America,15.9497,-95.6876,MX
chay1248,Chayahuita,cbt,96,190,unknown,South America,-5.63764,-76.8252,PE
minn1241,Chaozhou,,18,191,unknown,Eurasia,24.5,118.17,CN
nyan1308,Chichewa,nya,4,31,unknown,Africa,-14.8047,32.8108,ZW MW ZM MZ
ines1240,Chumash (Ineseño),inz,91,176,extinct,North America,34.6169,-120.08,US
chic1272,Chichimeca-Jonaz,pei,42,192,vulnerable,North America,21.2943,-100.524,MX
chek1238,Cheke Holo,mrn,12,25,unknown,Papunesia,-8.27055,159.625,SB
chin1286,Chinook (Lower),chh,97,193,unknown,North America,45.1729,-119.166,US
cane1242,Canela-Krahô,xra,48,75,unknown,South America,-6.10712,-45.1299,BR
wasc1239,Chinook (Upper),wac,97,193,safe,North America,45.0278,-121.509,US
clal1241,Clallam,clm,60,194,extinct,North America,48.0707,-123.511,US
cola1237,Colac,,8,112,extinct,Australia,-38.471266,143.422444,AU
chal1275,Chaldean (Modern),cld,2,4,unknown,Eurasia,37.0972,43.5027,IQ
leal1235,Chinantec (Lealao),cle,42,178,safe,North America,17.3162,-95.9265,MX
chil1275,Cholón,clh,98,195,severely endangered,Eurasia,35.2494,73.3344,PE
chul1246,Chulym,clw,51,83,unknown,Eurasia,54.3209,89.5541,RU
chim1309,Chimila,cbg,65,196,severely endangered,South America,10.1902,-74.2559,CO
come1251,Comecrudo,xcm,99,197,extinct,North America,26.1333,-98.4667,MX
east2563,Cham (Eastern),cjm,12,14,definitely endangered,Eurasia,11.2853,108.49,VN
utes1238,Chemehuevi,ute,87,198,unknown,North America,40.0965,-110.305,US
chim1310,Chemakum,xch,100,199,extinct,North America,48.0833333333,-122.916666667,US
caml1239,Camling,rab,18,88,definitely endangered,Eurasia,27.3371,86.7612,NP
coma1245,Comanche,com,87,198,severely endangered,North America,34.5701,-98.424,US
mara1382,Chin (Mara),mrh,18,33,unknown,Eurasia,22.1138,93.0387,IN MM
como1259,Comox,coo,60,194,unknown,North America,49.7233,-124.967,CA
taba1266,Chontal Maya,chf,15,17,unknown,North America,18.1713,-92.7367,MX
kana1291,Canamarí,knm,101,200,vulnerable,South America,-6.45399,-68.7678,BR
yuec1235,Cantonese,yue,18,191,unknown,Eurasia,23.0,113.0,CN
coah1252,Coahuilteco,xcw,102,201,extinct,North America,28.2589,-97.89,MX
coca1259,Cocama,cod,14,16,unknown,South America,-4.5,-74.0,PE
coeu1236,Coeur d'Alene,crd,60,202,critically endangered,North America,47.2958,-116.715,US
cofa1242,Cofán,con,103,203,unknown,South America,0.276675,-77.0643,CO EC
cogu1240,Cogui,kog,65,204,vulnerable,South America,10.9485,-73.8043,CO
chor1273,Chortí,caa,15,17,definitely endangered,North America,14.818,-89.2363,HN GT
chol1281,Chol,cti,15,17,unknown,North America,17.75,-92.5,MX
maor1244,Comorian,swb,4,31,unknown,Africa,-12.830306,45.154942,KM YT
coos1249,Coos (Hanis),csz,35,205,extinct,North America,43.4413,-124.16,US
copt1239,Coptic,cop,2,206,unknown,Africa,29.472,31.2053,EG
elna1235,Cora,crn,87,207,unknown,North America,22.4099,-104.467,MX
sout2986,Rumsien,css,97,208,unknown,North America,36.787073,-121.487098,US
ashe1273,Campa Pajonal Asheninca,cjo,13,175,vulnerable,South America,-10.7583,-74.2014,PE
pala1351,Chinantec (Palantla),cpa,42,178,safe,North America,17.884,-96.3407,MX
chep1245,Chepang,cdm,18,88,unknown,Eurasia,27.7206,84.9017,NP
chip1241,Chippewa (Red Lake and Pillager),ciw,11,13,unknown,North America,47.347,-94.2738,US
chip1262,Chipaya,cap,104,209,definitely endangered,South America,-18.73951,-67.89633,BO
chiq1248,Chiquitano,cax,105,210,unknown,South America,-17.6354,-59.9172,BO
plai1258,Cree (Plains),crk,11,13,unknown,North America,51.2437,-110.463,CA
east2555,Chiriguano,gui,14,16,unknown,South America,-21.0909,-61.7179,PY BO AR
chru1239,Chru,cje,12,14,unknown,Eurasia,11.6625,108.529,VN
crim1257,Crimean Tatar,crh,51,83,unknown,Eurasia,45.0,34.08,UZ
cari1279,Carijona,cbd,33,45,critically endangered,South America,1.21894,-72.0664,CO
cree1270,Creek,mus,7,8,unknown,North America,31.0,-87.5,US
caro1242,Carolinian,cal,12,25,safe,Papunesia,15.205,145.765,MP
corn1251,Cornish,cor,24,159,extinct,Eurasia,50.5233,-4.18619,GB
crow1244,Crow,cro,70,142,definitely endangered,North America,45.368,-107.874,US
cara1272,Carapana,cbc,74,149,severely endangered,South America,0.06168,-69.6465,CO BR
carr1249,Carrier,crx,27,37,severely endangered,North America,54.3768,-124.328,CA
chor1274,Chorote,crt,95,189,unknown,South America,-22.5,-62.5,PY AR BO
soch1239,Chinantec (Sochiapan),cso,42,178,safe,North America,17.7985,-96.6079,MX
usil1237,Chinantec (San Felipe Usila),cuc,42,178,safe,North America,17.9184,-96.4074,MX
cash1254,Cashinahua,cbs,38,55,vulnerable,South America,-9.72027,-71.1733,PE BR
jola1262,Diola-Kasa,csk,4,122,unknown,Africa,12.5089,-16.5539,
chin1283,Chinese Sign Language,csl,21,23,safe,Eurasia,30.9063,121.569,CN
west2644,Chatino (Sierra Occidental),ctp,42,188,unknown,North America,16.2495,-97.3244,MX
cuic1234,Cuicatec,cux,42,211,unknown,North America,17.8333333333,-96.8333333333,MX
tepe1279,Chinantec (Tepetotutla),cnt,42,178,safe,North America,17.7115,-96.5404,MX
tedi1235,Chin (Tiddim),ctd,18,33,unknown,Eurasia,23.6079,93.519,MM
stan1289,Catalan,cat,24,85,unknown,Eurasia,41.453,1.569,ES
chit1248,Chitimacha,ctm,106,212,extinct,North America,30.3386,-90.9123,US
tata1258,Chatino (Tataltepec),cta,42,188,safe,North America,16.2963,-97.5311,MX
cata1286,Catawba,chc,70,213,extinct,North America,34.9685,-80.8857,US
cuaa1241,Cua,cua,67,155,unknown,Eurasia,15.1688,108.431,VN
cube1242,Cubeo,cub,74,149,definitely endangered,South America,1.32382,-70.1939,CO
timo1237,Cuica,,107,214,extinct,South America,8.848165,-70.975342,VR
cuib1242,Cuiba,cui,108,215,unknown,South America,6.19829,-69.8197,CO
culi1244,Culina,cul,71,145,vulnerable,South America,-8.55268,-70.6648,BR PE
chum1261,Chumburung,ncu,4,5,unknown,Africa,8.15211,-0.2755,GH
cupe1243,Cupeño,cup,87,171,extinct,North America,33.3148,-116.515,US
curr1243,Curripaco,kpc,13,15,unknown,South America,0.69618,-67.5028,CO
cuit1236,Cuitlatec,,109,216,extinct,North America,18.1,-100.5,MX
chuu1238,Chuukese,chk,12,25,unknown,Papunesia,7.34083,151.596,FM
chav1241,Chavacano,cbk,21,34,unknown,Papunesia,7.435034,122.18849,PH
chua1250,Chuave,cjv,25,217,unknown,Papunesia,-6.17824,145.139,PG
colu1241,Columbia-Wenatchi,col,60,202,unknown,North America,48.217,-118.454,US
cayu1261,Cayuga,cay,93,218,critically endangered,North America,42.41,-76.5969,US
chey1247,Cheyenne,chy,11,13,definitely endangered,North America,45.5321,-106.659,US
cayu1262,Cayuvava,cyb,110,219,critically endangered,South America,-13.2482,-65.4822,BO
czec1258,Czech,ces,24,141,unknown,Eurasia,49.873398,15.10437,CZ
daak1235,Da'a,kzf,12,123,unknown,Papunesia,-1.21051,119.527,ID
nucl1683,Daba,dkx,2,108,unknown,Africa,10.3521,13.6318,CM
dadi1250,Dadibi,mps,111,220,safe,Papunesia,-6.65765,144.511,PG
daga1275,Daga,dgz,112,221,safe,Papunesia,-9.9747,149.263,PG
daha1245,Dahalo,dal,2,222,severely endangered,Africa,-2.1843,40.37,KE
dako1258,Dakota,dak,70,142,unknown,North America,47.6857,-102.12,US
mala1522,Damana,mbp,65,204,definitely endangered,South America,10.9286,-73.4056,CO
dann1241,Dan,daf,59,136,unknown,Africa,7.22812,-8.24535,LR GN CI
dara1250,Darai,dry,24,84,severely endangered,Eurasia,27.8623,84.1357,NP
dato1239,Datooga,tcc,16,18,unknown,Africa,-4.4131,35.2321,TZ
daww1239,Dâw,kwa,113,223,vulnerable,South America,-0.1177,-67.2934,BR
dayy1236,Day,dai,4,224,unknown,Africa,8.52612,17.5146,TD
tait1250,Dabida,dav,4,31,unknown,Africa,-3.79347,38.57254,KE
dutc1256,Dutch (Brabantic),nld,24,27,unknown,Eurasia,52.0,5.0,BE
casi1235,Dumagat (Casiguran),dgc,12,139,safe,Papunesia,16.2176,121.878,PH
dhuw1249,Dhuwal (Dätiwuy),duj,8,116,unknown,Australia,-12.7825,136.008,AU
darf1239,Daju (Dar Fur),daj,16,225,unknown,Africa,12.2598,25.3127,SD
godi1239,Dadjriwalé,god,4,41,unknown,Africa,5.3944,-5.82696,CI
donn1238,Donno So,dds,114,226,unknown,Africa,14.3402,-3.51468,BF ML
defa1248,Defaka,afn,115,227,critically endangered,Africa,4.58451,7.50186,NG
dege1246,Degema,deg,4,148,unknown,Africa,4.73373,6.80991,NG
deni1241,Dení,dny,71,145,vulnerable,South America,-6.74962,-67.5029,BR
dera1245,Dla (Proper),kbv,45,69,unknown,Papunesia,-3.52309,140.947,PG ID
desa1247,Desano,des,74,149,definitely endangered,South America,0.58157,-69.4955,CO BR
shua1254,Deti,shg,46,70,unknown,Africa,-21.52,26.0238,BW
deor1238,Deuri,der,18,153,definitely endangered,Eurasia,26.86152,93.70572,IN
sout2789,Dagaare,dga,4,143,safe,Africa,10.4226,-2.52265,GH BF
dagb1246,Dagbani,dag,4,143,safe,Africa,9.64745,-0.43227,GH
germ1281,Deutsche Gebärdensprache,gsg,21,23,safe,Eurasia,50.8154,7.30478,DE
indo1311,Dogri,dgo,24,84,unknown,Eurasia,33.0,75.0,IN
dong1290,Dongo,doo,4,106,safe,Africa,3.0,30.0,CD
daur1238,Dagur,dta,51,109,unknown,Eurasia,48.0,124.0,CN
dege1248,Degexit'an,ing,27,37,critically endangered,North America,62.0697,-160.044,US
daas1238,Dhaasanac,dsh,2,10,safe,Africa,4.58879,35.9888,ET
baya1257,Dharumbal,bjy,8,35,extinct,Australia,-24.9793,151.699,AU
dhiv1236,Dhivehi,div,24,84,safe,Eurasia,1.928498,73.54433,MV
dhal1245,Dhalandji,dhl,8,116,critically endangered,Australia,-22.196,114.937,AU
dhim1246,Dhimal,dhi,18,228,unknown,Eurasia,26.6283,88.3798,NP
dhar1247,Dhargari,dhr,8,116,safe,Australia,-24.0601,114.847,AU
dhur1239,Dhurga,dhu,8,112,extinct,Australia,-35.412,150.134,AU
thur1254,Dharawal,tbh,8,112,extinct,Australia,-35.2853,147.475,AU
didi1258,Didinga,did,16,140,safe,Africa,4.21489,33.6869,SD
kumi1248,Diegueño (Mesa Grande),dih,17,179,critically endangered,North America,32.331,-116.604,MX US
diga1241,Digaro,mhu,18,229,vulnerable,Eurasia,28.4993,96.8803,IN
dime1235,Dime,dim,2,2,vulnerable,Africa,6.20951,36.3329,ET
nort2815,Dinka,dip,16,18,unknown,Africa,9.27995,31.8392,SD
jola1263,Diola-Fogny,dyo,4,122,unknown,Africa,12.75752,-15.7354766667,GM SN
dier1241,Diyari,dif,8,9,safe,Australia,-28.1667,138.0,AU
dizi1235,Dizi,mdx,2,230,safe,Africa,6.1405,35.5763,ET
