Language_ID,Language_Name,ISO_Code,Family_ID,Genus_ID,Status,Macroarea,Latitude,Longitude,Countrycodes
dyaa1242,Djabugay,dyy,8,35,unknown,Australia,-16.596,145.388,AU
djin1251,Djingili,jig,116,231,severely endangered,Australia,-17.165,133.659,AU
djam1256,Djambarrpuyngu,djr,8,116,safe,Australia,-12.021,135.59,AU
djin1253,Djinang,dji,8,116,unknown,Australia,-12.462,134.82,AU
jaru1254,Djaru,ddj,8,116,unknown,Australia,-18.3288,128.262,AU
duma1253,Duma,dma,4,31,safe,Africa,-0.91927,13.0046,GA
dumi1241,Dumi,dus,18,88,unknown,Eurasia,27.45849,86.75699,NP
doma1260,Dumaki,dmk,24,84,severely endangered,Eurasia,36.1666666667,74.0,PK
dima1251,Dimasa,dis,18,153,unknown,Eurasia,25.4198,93.1806,IN
ding1239,Ding,diz,4,31,safe,Africa,-4.44304,19.3881,CD
lowe1415,Dani (Lower Grand Valley),dni,25,232,unknown,Papunesia,-4.25684,138.992,ID
dang1274,Dangaléat (Western),daa,2,130,unknown,Africa,12.1517,18.385,TD
dobe1238,Dobel,kvo,12,49,unknown,Papunesia,-6.32531,134.638,ID
ngom1268,Doko,ngc,4,31,unknown,Africa,1.45357,20.14148,CD
dolg1241,Dolgan,dlg,51,83,definitely endangered,Eurasia,71.1083,94.2936,RU
doma1258,Domari,rmt,24,84,unknown,Eurasia,32.0,35.0,IR JO IL
sout2741,Dong,kmc,117,233,safe,Eurasia,25.8874,109.222,CN
dout1240,Doutai,tds,118,234,severely endangered,Papunesia,-3.24832,138.22,ID
doya1240,Doyayo,dow,4,224,unknown,Africa,8.68604,13.0768,CM
dehu1237,Drehu,dhv,12,25,unknown,Papunesia,-20.8892,167.229,NC
darg1241,Dargwa,dar,26,235,unknown,Eurasia,42.4257,47.4388,RU
dari1249,Dari,prs,24,138,unknown,Eurasia,31.0405,67.3593,AF
darm1243,Darma,drd,18,56,definitely endangered,Eurasia,29.8629,80.5439,IN
dani1285,Danish,dan,24,27,safe,Eurasia,54.8655,9.36284,DK
toro1252,Toro So,dts,114,226,unknown,Africa,14.40749,-3.10006,BF ML
dual1243,Duala,dua,4,31,unknown,Africa,4.10208,9.61877,CM
gaww1239,Dullay (Gollango),gwd,2,10,unknown,Africa,5.37869,37.2737,ET
huns1239,Duka,dud,4,62,unknown,Africa,10.7898,5.07312,NG
drun1238,Dulong,duu,18,72,unknown,Eurasia,28.00792,98.49449,CN
vani1248,Dumo,vam,79,236,safe,Papunesia,-2.68501,141.258,PG
duna1248,Duna,duc,25,237,safe,Papunesia,-5.41439,142.475,PG
zeeu1238,Dutch (Zeeuws),zea,24,27,unknown,Eurasia,51.4981,3.85428,NL BE
dyir1250,Dyirbal,dbl,8,35,unknown,Australia,-17.4516,145.544,AU
djim1235,Dyimini,dyi,4,143,unknown,Africa,8.36279,-4.45627,CI
dyul1238,Dyula,dyu,59,107,unknown,Africa,10.4536,-4.72007,ML BF CI
ebir1243,Ebira,igb,4,238,unknown,Africa,8.15516,7.06183,NG
edol1239,Edolo,etr,119,239,unknown,Papunesia,-6.11618,142.65,PG
efik1245,Efik,efi,4,29,safe,Africa,4.89379,8.38121,NG
egaa1242,Ega,ega,4,5,severely endangered,Africa,5.56081,-5.41732,CI
enge1239,Engenni,enn,4,148,unknown,Africa,5.11931,6.37339,NG
eipo1242,Eipo,eip,25,240,safe,Papunesia,-4.33691,140.045,ID
ejag1239,Ejagham,etu,4,31,unknown,Africa,5.54442,8.90959,NG CM
ekar1243,Ekari,ekg,25,241,unknown,Papunesia,-3.88974,136.018,ID
koti1238,Ekoti,eko,4,31,unknown,Africa,-16.4823,39.7602,MZ
else1239,Elseng,mrf,120,242,safe,Papunesia,-3.00176,140.418,ID
nort2972,Emberá (Northern),emp,90,174,vulnerable,South America,7.12761,-77.574,PA CO
embe1262,Embera Chami,cmi,90,174,vulnerable,South America,4.8791,-76.0749,CO
emer1243,Émérillon,eme,14,16,severely endangered,South America,3.23694,-52.3699,GF
emba1238,Embaloh,emb,12,87,safe,Papunesia,1.3156,112.63,ID
amii1238,Emmi,amy,121,243,safe,Australia,-13.5573,130.04,AU
enga1252,Enga,enq,25,244,unknown,Papunesia,-5.45619,143.685,PG
enet1250,Enets,enh,122,245,unknown,Eurasia,67.5,86.5,RU
stan1293,English,eng,24,27,unknown,Eurasia,53.0,-1.0,GB IE
engg1245,Enggano,eno,12,246,vulnerable,Papunesia,-5.38846,102.245,ID
enya1247,Enya,gey,4,31,safe,Africa,-4.67337,26.7496,CD
epen1239,Epena Pedee,sja,90,174,vulnerable,South America,4.25877,-77.3566,CO
sout2856,Efate (South),erk,12,25,safe,Papunesia,-17.7006,168.377,VU
siee1239,Erromangan,erg,12,25,unknown,Papunesia,-18.8181,169.166,VU
esee1248,Ese Ejja,ese,43,66,definitely endangered,South America,-11.7268,-67.515,PE BO
atac1235,Esmeraldeño,,123,247,extinct,South America,0.834931,-79.778137,EC
esse1238,Esselen,esq,124,248,extinct,North America,36.5473,-121.867,US
esto1258,Estonian,est,122,249,unknown,Eurasia,58.55,25.82,EE
yekh1238,Etsako,ets,4,148,unknown,Africa,7.10204,6.44919,NG
opat1246,Eudeve,opt,87,250,extinct,North America,31.15211,-110.06212,MX
even1259,Evenki,evn,51,251,unknown,Eurasia,53.85,108.626,RU
even1260,Even,eve,51,251,unknown,Eurasia,70.6687,130.914,RU
ewee1241,Ewe (Anglo),ewe,4,5,unknown,Africa,6.46061,0.814975,GH
ewon1239,Ewondo,ewo,4,31,unknown,Africa,4.21141,11.93646,CM
eyak1241,Eyak,eya,27,252,extinct,North America,60.4232,-144.762,US
faro1244,Faroese,fao,24,27,vulnerable,Eurasia,62.0732,-6.88497,DK
fasu1242,Fasu,faa,25,253,unknown,Papunesia,-6.62687,143.284,PG
west2454,Fula (Burkina Faso),fuh,4,122,unknown,Africa,14.2471,-0.52004,BF
east2288,Frisian (Eastern),frs,24,27,vulnerable,Eurasia,52.9713,7.73549,DE
fefe1239,Fe'fe',fmp,4,31,unknown,Africa,5.18158,10.1442,CM
adam1253,Fulani (Gombe),fub,4,122,unknown,Africa,8.140326,13.077338,NG
pula1262,Fula (Guinean),fuf,4,122,unknown,Africa,12.1826,-12.7338,GN
fiji1243,Fijian,fij,12,25,unknown,Papunesia,-18.0,178.33,FJ
finn1318,Finnish,fin,122,249,unknown,Eurasia,64.7628,25.5577,FI
koon1244,Fiote,kng,4,31,unknown,Africa,-5.57722,14.4771,CD
west2519,Fijian (Wayan),wyy,12,25,unknown,Papunesia,-17.8355,177.657,FJ
pula1263,Fula (Mauritanian),fuc,4,122,unknown,Africa,13.8694,-13.4482,MR
nige1253,Fula (Nigerian),fuv,4,122,unknown,Africa,10.9972,11.1188,NG
nort2626,Frisian (North),frr,24,27,unknown,Eurasia,54.6409,8.58489,DE
foii1241,Foe,foi,25,254,unknown,Papunesia,-6.47258,143.495,PG
fonn1241,Fongbe,fon,4,5,unknown,Africa,7.15484,1.66495,BJ
fore1270,Fore,for,25,28,unknown,Papunesia,-6.64473,145.5065,PG
mesk1242,Fox,sac,11,13,unknown,North America,40.0,-94.0,US
fass1245,Momu,fqs,69,255,unknown,Papunesia,-3.10868,141.64,PG
ford1242,Fordata,frd,12,49,unknown,Papunesia,-7.28902,131.511,ID
stan1290,French,fra,24,85,unknown,Eurasia,48.0,2.0,CH FR
west2354,Frisian (Western),fry,24,27,unknown,Eurasia,53.143,5.86091,NL
finn1310,Finnish Sign Language,fse,21,23,safe,Eurasia,60.661,25.0677,FI
east2447,Futuna (East),fud,12,25,safe,Papunesia,-19.535487,170.216578,WF
fuln1247,Fulniô,fun,125,256,unknown,South America,-9.02591,-37.1402,BR
maas1239,Fulfulde (Maasina),ffm,4,122,unknown,Africa,11.1324,-3.64763,ML
furr1244,Fur,fvr,126,257,safe,Africa,12.0455,23.6401,SD
futu1245,Futuna-Aniwa,fut,12,25,unknown,Papunesia,-19.5303,170.215,VU
mind1253,Fuzhou,cdo,18,191,unknown,Eurasia,26.0,119.5,MY TH CN
fyam1238,Fyem,pym,4,135,severely endangered,Africa,9.59006,9.22293,NG
gaaa1244,Gã,gaa,4,5,safe,Africa,5.65488,-0.18598,GH
gaga1251,Gaagudju,gbu,127,258,safe,Australia,-12.5176,132.643,AU
gade1242,Gade,ged,4,238,safe,Africa,8.71139,7.49869,NG
scot1245,Gaelic (Scots),gla,24,159,unknown,Eurasia,56.7574,-5.24366,GB
gaga1249,Gagauz,gag,51,83,unknown,Eurasia,44.5988,28.0277,MD
alek1238,Gahuku,gah,25,28,safe,Papunesia,-6.03901,145.387,PG
gamo1244,Gamo,gmo,2,259,safe,Africa,6.57645,37.1381,ET
gapa1238,Gapapaiwa,pwg,12,25,safe,Papunesia,-9.73317,149.854,PG
garo1247,Garo,grt,18,153,unknown,Eurasia,25.2954,90.462,IN
bava1246,German (Upper Austrian),bar,24,27,unknown,Eurasia,47.9232,13.246,AT
gavi1246,Gavião,gvo,14,260,unknown,South America,-10.7235,-61.6752,BR
gayo1244,Gayo,gay,12,53,unknown,Papunesia,4.3733,97.3456,ID
gbay1287,Gbeya Bossangoa,gbp,4,261,unknown,Africa,6.61896,17.645,CF
uppe1455,Guinea Bissau Crioulo,pov,21,34,unknown,Africa,13.2335066667,-15.33254,GW
nort2775,Gbaya Kara,gya,4,261,unknown,Africa,5.9503,15.2569,CM CF
stan1295,German (Berlin),deu,24,27,unknown,Eurasia,48.649,12.4676,DE
mode1248,Greek (Cypriot),ell,24,262,unknown,Eurasia,42.3224,24.8699,CY
bodo1267,Gutob,gbj,67,129,unknown,Eurasia,18.3857,82.771,IN
gudu1252,Guduf,gdf,2,108,unknown,Africa,11.1057,13.7893,CM NG
pott1240,Gadaba (Kondekor),gdb,61,263,critically endangered,Eurasia,18.5968,82.7586,IN
guad1242,Guadeloupe Creole,gcf,21,34,unknown,North America,14.4989,-61.0228,GP
gida1247,Gidar,gid,2,108,safe,Africa,9.874715,14.07845,CM
gads1258,Gadsup,gaj,25,28,unknown,Papunesia,-6.31631,145.997,PG
gela1263,Gela,nlg,12,25,safe,Papunesia,-9.04587,160.186,SB
nucl1302,Georgian,kat,128,264,unknown,Eurasia,41.850397,43.78613,GE
guia1246,Guianese French Creole,gcr,21,34,safe,South America,4.94804,-52.7336,GF
guga1239,Gugadj,ggd,8,35,extinct,Australia,-17.8372,141.168,AU
gure1255,Gureng Gureng,gnr,8,112,extinct,Australia,-25.3893,151.175,AU
guah1255,Guahibo,guh,108,215,unknown,South America,5.81736,-68.9839,CO
ghot1243,Ghotuo,aaa,4,148,safe,Africa,7.11551,5.95663,NG
gahr1239,Bunan,bfu,18,56,definitely endangered,Eurasia,32.5,77.0,IN
gila1241,Gilaki,glk,24,138,unknown,Eurasia,37.1344,49.8359,IR
benc1235,Gimira,bcq,2,259,unknown,Africa,7.04682,35.7673,ET
gula1265,Gula Iro,glj,4,224,unknown,Africa,10.267,19.5359,TD
gitx1241,Gitksan,git,97,265,unknown,North America,55.09,-128.08,CA
maro1246,Giziga,giz,2,108,unknown,Africa,10.3333333333,14.1666666667,CM
guri1247,Gurindji,gue,8,116,unknown,Australia,-17.0329,130.379,AU
guaj1255,Guajajara,gub,14,16,unknown,South America,-4.69461,-45.7081,BR
puel1244,Gününa Küne,pue,129,266,extinct,South America,-36.6376,-62.9413,AR
gela1261,Gelao,gio,117,267,critically endangered,Eurasia,26.1545,106.235,VN
gali1258,Galician,glg,24,85,safe,Eurasia,42.2446,-7.5343,ES
gale1259,Galela,gbi,9,268,unknown,Papunesia,2.31461,128.44,ID
goli1247,Golin,gvf,25,217,unknown,Papunesia,-6.2249,144.8505,PG
dhan1270,Gaalpu,dhg,8,116,unknown,Australia,-11.9493,135.752,AU
guam1248,Guambiano,gum,55,96,definitely endangered,South America,2.55849,-76.582,CO
gami1243,Gamilaraay,kld,8,112,unknown,Australia,-29.9037,149.543,AU
guma1253,Gumatj,gnn,8,116,safe,Australia,-12.25254,136.83042,AU
guma1254,Gumawana,gvs,12,25,safe,Papunesia,-9.28497,150.762,PG
gumu1244,Gumuz,guk,130,269,unknown,Africa,11.05,35.93,ET SD
guan1268,Guana,gva,131,270,unknown,South America,-21.9803,-58.0654,PY
kunb1251,Gunbalang,wlg,47,111,severely endangered,Australia,-11.9133,133.723,AU
gaan1243,Ga'anda,gqa,2,108,unknown,Africa,10.2955,12.6479,NG
kwin1241,Gunin,gww,132,271,safe,Australia,-14.2515,126.562,AU
guan1269,Guanano,gvc,74,149,vulnerable,South America,1.07554,-69.5705,BR CO
guny1241,Gunya,gyy,8,35,extinct,Australia,-27.0642,145.862,AU
wayu1243,Goajiro,guc,13,78,vulnerable,South America,11.395566,-72.199791,VR CO
ghod1238,Godoberi,gdo,26,74,definitely endangered,Eurasia,42.7428,46.2252,RU
goem1240,Goemai,ank,2,67,safe,Africa,8.74455,9.72453,NG
gogo1265,Gogodala,ggw,133,272,safe,Papunesia,-8.08527,142.874,PG
guja1253,Gojri,gju,24,84,unknown,Eurasia,34.3768,73.1461,IN
goka1239,Gokana,gkn,4,29,unknown,Africa,4.61889,7.34457,NG
gola1255,Gola,gol,4,127,unknown,Africa,7.06193,-10.8138,SL LR
sout2711,Gondi,ggo,61,273,unknown,Eurasia,20.10446,80.27811,IN
goon1238,Gooniyandi,gni,72,146,severely endangered,Australia,-18.4073,126.351,AU
goro1270,Gorowa,gow,2,36,safe,Africa,-4.23575,35.7996,TZ
barc1235,Grebo,grj,4,41,unknown,Africa,4.67843,-8.09378,LR
kala1399,Greenlandic (East),kal,23,91,unknown,Eurasia,69.3761,-52.864,GL
gari1256,Garífuna,cab,13,78,unknown,North America,15.3529,-86.9091,BZ GT HN
gura1252,Gurr-goni,gge,82,166,vulnerable,Australia,-12.66855,134.09501,AU
huar1255,Guarijío,var,87,274,unknown,North America,27.8685,-108.437,MX
gour1243,Gurma,gux,4,143,unknown,Africa,11.6711,1.28489,BF
fare1241,Gurenne,gur,4,143,unknown,Africa,11.0918,-0.81109,GH
guro1248,Guro,goa,59,136,safe,Africa,7.34954,-6.31154,CI
kols1241,German (Ripuarian),ksh,24,27,vulnerable,Eurasia,50.947,6.927,BE
gara1261,Garrwa,gbc,134,275,unknown,Australia,-17.0833333333,137.166666667,AU
garu1246,Garus,gyb,25,57,safe,Papunesia,-4.9222,145.683,PG
goro1259,Gorontalo,gor,12,30,unknown,Papunesia,0.62689,122.288,ID
gree1271,Greek Sign Language,gss,21,23,safe,Eurasia,38.0536,23.3762,GR
guat1253,Guató,gta,135,276,critically endangered,South America,-17.8696,-57.2897,BR
para1311,Guaraní,gug,14,16,safe,South America,-25.60551,-57.08816,PY
gude1246,Gude,gde,2,108,unknown,Africa,10.2138,13.403,CM NG
guer1240,Guere,gxx,4,41,unknown,Africa,6.66666666667,-7.75,CI
gupa1247,Gupapuyngu,guf,8,116,unknown,Australia,-12.2868,135.337,AU
koka1244,Gugada,ktd,8,116,safe,Australia,-31.2052,136.813,AU
guhu1244,Guhu-Samane,ghs,25,132,safe,Papunesia,-7.99922,147.228,PG
guja1252,Gujarati,guj,24,84,unknown,Eurasia,22.687,71.0962,IN
gula1269,Gula (in Central African Republic),glu,30,102,safe,Africa,10.3049,19.2182,CF
kumb1268,Gumbaynggir,kgs,8,112,critically endangered,Australia,-29.8189,152.913,AU
nugu1242,Gunu,yas,4,31,unknown,Africa,4.63103,11.1837,CM
guru1261,Gurung,ggn,18,56,unknown,Eurasia,27.41687,86.28988,NP
gusi1247,Gusii,guz,4,31,safe,Africa,-0.78872,34.76751,KE
gugu1255,Guugu Yimidhirr,kky,8,35,vulnerable,Australia,-14.9424,144.831,AU
gunn1250,Gungbe,guw,4,5,unknown,Africa,6.48529,2.76767,BJ
gbag1258,Gwari,gbr,4,238,unknown,Africa,9.29842,6.90495,NG
west2356,German (Westphalian),wep,24,27,vulnerable,Eurasia,51.459,7.499,DE
tyap1238,Gworok,kcg,4,135,unknown,Africa,9.75568,8.3082,NG
guay1257,Guayabero,guo,108,215,definitely endangered,South America,2.8969,-71.844,CO
jiar1239,Gyarong (Cogtse),jya,18,277,unknown,Eurasia,31.5,102.0,CN
hadz1240,Hadza,hts,136,278,vulnerable,Africa,-3.83115,35.0458,TZ
haid1248,Haida,hax,137,279,unknown,North America,53.0,-132.0,CA US
hakk1236,Hakka,hak,18,191,unknown,Eurasia,25.0,116.0,CN
hali1244,Halia,hla,12,25,unknown,Papunesia,-5.26603,154.662,PG
hamt1247,Hamtai,hmt,25,73,unknown,Papunesia,-7.54975,146.227,PG
hani1248,Hani,hni,18,20,unknown,Eurasia,22.67753,102.851673333,CN
haru1245,Haruai,tmd,138,280,unknown,Papunesia,-5.09522,144.3375,PG
hata1243,Hatam,had,9,281,unknown,Papunesia,-1.13531,134.037,ID
haus1257,Hausa,hau,2,67,unknown,Africa,11.1513,8.7804,NG NE
hava1248,Havasupai,yuf,17,179,unknown,North America,35.6302,-113.385,US
hawa1245,Hawaiian,haw,12,25,critically endangered,Papunesia,19.6297,-155.43,US
wayu1241,Hayu,vay,18,88,critically endangered,Eurasia,27.3047,86.1227,NP
hebr1245,Hebrew (Modern Ashkenazic),heb,2,4,unknown,Eurasia,31.1056,35.0179,IL
hait1244,Haitian Creole,hat,21,34,unknown,North America,18.795135,-72.136115,HT
hdii1240,Hdi,xed,2,108,safe,Africa,10.942,13.6881,CM NG
hehe1240,Hehe,heh,4,31,safe,Africa,-7.71572,35.7255,TZ
heil1246,Heiltsuk,hei,139,282,unknown,North America,51.7045,-127.221,CA
hemb1242,Hemba,hem,4,31,safe,Africa,-7.77459,27.5913,CD
here1253,Herero,her,4,31,safe,Africa,-21.0231,20.5655,BW NA
hang1263,Hanga Hundi,wos,3,54,safe,Papunesia,-3.90364,142.849,PG
hida1246,Hidatsa,hid,70,142,definitely endangered,North America,47.7534,-102.528,US
hili1240,Hiligaynon,hil,12,30,unknown,Papunesia,10.4018,122.974,PH
hind1269,Hindi,hin,24,84,unknown,Eurasia,25.0,77.0,IN
hixk1239,Hixkaryana,hix,33,45,vulnerable,South America,-0.16265,-58.80153,BR
hong1241,Hong Kong Sign Language,,21,23,safe,Eurasia,22.5,114.0,CN
halb1244,Halbi,hlb,24,84,unknown,Eurasia,20.3081,81.3742,IN
halk1245,Halkomelem (Island),hur,60,194,unknown,North America,48.0751,-122.029,CA
hala1252,Halang,hal,67,155,safe,Eurasia,14.7862,107.457,VN
hmar1241,Hmar,hmr,18,33,vulnerable,Eurasia,24.7534,93.5497,IN
huam1247,Huambisa,hub,20,22,vulnerable,South America,-3.99109,-77.9797,PE
hmon1333,Hmong Daw,mww,140,283,unknown,Eurasia,21.5461,103.164,VN CN
mini1256,Huitoto (Minica),hto,75,284,safe,South America,-1.54535,-73.1107,CO
huam1250,Hmong Njua,hnj,140,283,unknown,Eurasia,28.0,105.0,CN
hame1242,Hamer,amf,2,2,safe,Africa,5.06515,36.5176,ET
nupo1240,Huitoto (Muinane),hux,75,284,safe,South America,-2.34495,-70.9559,PE
mina1276,Mina,hna,2,108,unknown,Africa,10.38053,13.84054,CM
hund1239,Hunde,hke,4,31,safe,Africa,-1.46762,28.9308,CD
hinu1240,Hinuq,gin,26,74,definitely endangered,Eurasia,42.4502,45.8064,RU
hanu1241,Hanunóo,hnn,12,30,unknown,Papunesia,12.4159,121.221,PH
nort2938,Haida (Northern),hdn,137,279,critically endangered,North America,54.004532,-132.079257,CA
hooo1248,Ho,hoc,67,129,unknown,Eurasia,23.9596,87.1188,IN
hoav1238,Hoava,hoa,12,25,vulnerable,Papunesia,-8.19679,157.595,SB
holo1240,Holoholo,hoo,4,31,safe,Africa,-5.37545,28.3274,TZ
hopi1249,Hopi,hop,87,285,vulnerable,North America,35.7653,-110.535,US
hupd1244,Hup,jup,113,223,unknown,South America,0.58622,-69.8359,CO BR
hree1244,Hre,hre,67,155,unknown,Eurasia,14.6308,108.694,VN
hara1271,Harari,har,2,4,safe,Africa,9.30485,42.1332,ET
hars1241,Harsusi,hss,2,4,definitely endangered,Eurasia,19.6511,56.1562,OM
hais1244,Haisla,has,139,282,critically endangered,North America,53.964,-128.602,CA
huas1256,Huastec,hsf,15,17,unknown,North America,22.0833333333,-99.3333333333,MX
yaga1260,Hua,ygr,25,28,unknown,Papunesia,-6.32432,145.388,PG
huaa1248,=|Hoan,huc,141,286,critically endangered,Africa,-24.20022,20.79583,BW
huic1243,Huichol,hch,87,207,unknown,North America,21.954,-104.062,MX
muru1274,Huitoto (Murui),huu,75,284,safe,South America,-1.13669,-73.8331,PE CO BR
hung1274,Hungarian,hun,122,287,unknown,Eurasia,46.9068585714,19.6555271429,HU
hupa1239,Hupa,hup,27,37,critically endangered,North America,41.0982,-123.68,US
sanm1287,Huave (San Mateo del Mar),huv,142,288,vulnerable,North America,16.2129,-95.0077,MX
hawa1247,Hawaiian Creole,hwc,21,34,safe,North America,19.6287,-155.437,US
gura1251,Hawrami,hac,24,138,unknown,Eurasia,36.8377,44.4956,IQ
haya1250,Haya,hay,4,31,unknown,Africa,-1.70878,31.4846,TZ
asho1236,Hyow,csh,18,33,unknown,Eurasia,21.393,93.5069,BD
hunz1247,Hunzib,huz,26,74,definitely endangered,Eurasia,42.0808,46.1369,RU
iaai1238,Iaai,iai,12,25,safe,Papunesia,-20.6301,166.59,NC
iatm1242,Iatmul,ian,3,54,unknown,Papunesia,-4.30064,143.316,PG
iauu1242,Iau,tmu,118,234,unknown,Papunesia,-3.14537,137.69,ID
iban1264,Iban,iba,12,14,unknown,Papunesia,2.09041,112.934,MY
ibib1240,Ibibio,ibb,4,29,unknown,Africa,5.15279,7.86688,NG
iban1267,Ibanag,ibg,12,139,unknown,Papunesia,17.4201,121.891,PH
icel1247,Icelandic,isl,24,27,safe,Eurasia,63.4837,-19.0212,IS
icel1236,Icelandic Sign Language,icl,21,23,safe,Eurasia,64.1731,-20.2731,IS
idun1242,Iduna,viv,12,25,unknown,Papunesia,-9.34361,150.24,PG
idom1241,Idoma,idu,4,289,unknown,Africa,7.19139,7.71261,NG
idum1241,Idu,clk,18,229,definitely endangered,Eurasia,29.4473,95.6472,IN
ital1282,Italian (Fiorentino),ita,24,85,unknown,Eurasia,43.0464,12.6489,IT
teke1274,Ifumu,ifm,4,31,unknown,Africa,-3.59003,15.5061,CG
bata1298,Ifugao (Batad),ifb,12,139,unknown,Papunesia,16.8266,121.23,PH
inga1252,Inga,inb,143,290,unknown,South America,1.00313,-76.8606,CO
nucl1417,Igbo,ibo,4,291,unknown,Africa,4.62705,7.23441,NG
iged1239,Igede,ige,4,289,unknown,Africa,6.95522,8.27362,NG
igna1246,Ignaciano,ign,13,110,definitely endangered,South America,-15.1188,-65.3993,BO
gaam1241,Ingessana,tbi,16,292,unknown,Africa,11.4674,33.9797,SD
ihaa1241,Iha,ihp,62,117,safe,Papunesia,-2.81013,132.271,ID
papu1250,Indonesian (Papuan),pmy,12,14,safe,Papunesia,-2.53482,139.651,ID
izon1238,Ijo (Kolokuma),ijc,115,227,unknown,Africa,5.17986,5.51702,NG
ikkk1242,Ik,ikx,16,293,severely endangered,Africa,3.61407,34.2507,UG
arhu1242,Ika,arh,65,204,vulnerable,South America,10.7018,-73.6363,CO
ilaa1246,Ila,ilb,4,31,unknown,Africa,-15.60807,26.45548,ZW ZM
miam1252,Illinois,mia,11,13,unknown,North America,40.0,-90.0,US
ilok1237,Ilocano,ilo,12,139,safe,Papunesia,15.9361,120.993,PH
imon1245,Imonda,imn,41,61,safe,Papunesia,-3.31228,141.171,PG
suab1238,Inanwatan,szp,50,80,safe,Papunesia,-2.07971,132.157,ID
indo1316,Indonesian,ind,12,14,unknown,Papunesia,-7.33458,109.716,ID
ingu1240,Ingush,inh,26,182,vulnerable,Eurasia,42.9525,44.158,RU
yand1253,Innamincka,ynd,8,9,extinct,Australia,-28.4744,140.583,AU
west2618,Inuktitut (Rankin Inlet),ikt,23,91,unknown,North America,64.3486,-96.148,CA
east2534,Inuktitut (Salluit),ike,23,91,unknown,North America,62.1735,-75.6139,CA
nort2943,Iñupiaq,esi,23,91,unknown,North America,69.582,-143.77,US
indi1237,Indo-Pakistani Sign Language (Indian dialects),ins,21,23,unknown,Eurasia,27.5186,79.6787,IN
paki1242,Indo-Pakistani Sign Language (Karachi dialect),pks,21,23,safe,Eurasia,28.0667,67.8843,PK
iqui1243,Iquito,iqu,49,79,critically endangered,South America,-3.31233,-73.97046,PE
iris1253,Irish (Donegal),gle,24,159,unknown,Eurasia,53.2186,-7.61509,IE
iraq1241,Iraqw,irk,2,36,safe,Africa,-4.19948,35.2939,TZ
irar1238,Irarutu,irh,12,63,safe,Papunesia,-2.94438,133.586,ID
iris1235,Irish Sign Language,isg,21,23,safe,Eurasia,53.315,-6.36541,IE
iran1263,Iranxe,irn,144,294,unknown,South America,-12.7178,-57.9806,BR
kris1246,I'saka,ksi,79,295,safe,Papunesia,-2.80084,141.303,PG
isek1239,Isekiri,its,4,296,safe,Africa,5.81898,5.5862,NG
sang1316,Ishkashmi,sgl,24,138,unknown,Eurasia,37.0,72.0,AF TJ
isir1237,Isirawa,srl,145,297,unknown,Papunesia,-1.88775,138.595,ID
inte1259,International Sign,,21,23,extinct,North America,40.0,-170.0,
isna1241,Isnag,isd,12,139,unknown,Papunesia,18.2139,121.16,PH
isok1239,Isoko,iso,4,148,unknown,Africa,5.52889,6.24682,NG
isra1236,Israeli Sign Language,isr,21,23,safe,Eurasia,31.5279,34.7637,IL
emil1242,Italian (Bologna),eml,24,85,unknown,Eurasia,44.5,11.3333333333,IT
itel1242,Itelmen,itl,36,298,unknown,Eurasia,56.7798,156.906,RU
ligu1248,Italian (Genoa),lij,24,85,unknown,Eurasia,44.0816,7.90522,IT
neap1235,Italian (Napolitanian),nap,24,85,unknown,Eurasia,39.2288,16.4225,IT
iton1250,Itonama,ito,146,299,critically endangered,South America,-12.80431,-64.35748,BO
piem1238,Italian (Turinese),pms,24,85,unknown,Eurasia,45.4633,8.32366,IT
itaw1240,Itawis,itv,12,139,safe,Papunesia,17.7329,121.58,PH
itza1241,Itzaj,itz,15,17,critically endangered,North America,17.0269,-89.8734,GT
ivat1242,Ivatan,ivv,12,300,unknown,Papunesia,20.3848,121.975,PH
iwai1244,Iwaidja,ibd,147,301,vulnerable,Australia,-11.3379,132.453,AU
iwam1256,Iwam,iwm,3,3,safe,Papunesia,-4.27346,141.817,PG
ixca1245,Ixcatec,ixc,42,177,critically endangered,North America,17.7597,-97.1242,MX
ixil1250,Ixil,ixi,15,17,unknown,North America,15.5,-91.0,GT
ingr1248,Izhor,izh,122,249,unknown,Eurasia,59.47403,29.71145,RU
izie1238,Izi,izi,4,291,unknown,Africa,6.31831,8.03044,NG
yabe1254,Jabêm,jae,12,25,safe,Papunesia,-6.67052,147.81,PG
tibe1272,Jad,bod,18,56,unknown,Eurasia,28.3681,90.1872,IN
jeha1242,Jahai,jhi,67,302,unknown,Eurasia,5.63695,101.541,MY
popt1235,Jakaltek,jac,15,17,safe,North America,15.6609,-91.6633,GT
djam1255,Jaminjung,djd,116,303,severely endangered,Australia,-15.0558,130.06,AU
jaqa1244,Jaqaru,jqr,56,98,severely endangered,South America,-12.8823,-75.8958,PE
jara1263,Jarawa (in Nigeria),jar,4,31,unknown,Africa,9.8,9.61,NG
java1254,Javanese,jav,12,304,unknown,Papunesia,-0.572307,110.885,ID
djeo1235,Jabutí,jbt,148,305,severely endangered,South America,-12.038,-64.6694,BR
jama1262,Jamaican Creole,jam,21,34,safe,North America,18.13,-77.2612,JM
jebe1250,Jebero,jeb,96,190,critically endangered,South America,-5.40317,-76.4103,PE
jehh1245,Jeh,jeh,67,155,unknown,Eurasia,15.2351,107.753,LA VN
